site_id,locality,postalCode,state,operatorId,operatorName,lon,lat,total_num_pois,num_fast_food,num_fuel_stations,num_supermarkets,closest_category,has_toilet,has_wifi,has_seating,open_24hr,tags.brand
-4ZBQG-7Q6NqIB0E-IKSTEPG9lYhs0HdwxuBQCJ5rGM,Hamburg,22041,Hamburg,DEHHM,Hamburger Energiewerke,10.07688,53.57944,0,0.0,0.0,0.0,,,,,,
-7GAlj5KMjg81KmaOcdIlmUrDZLpYp_kp_pXqeePYdc,Hamburg,20095,Hamburg,DEHHM,Hamburger Energiewerke,9.993134,53.548933,2,2.0,0.0,0.0,fast_food,False,False,True,False,Asiahung
-7GAlj5KMjg81KmaOcdIlmUrDZLpYp_kp_pXqeePYdc,Hamburg,20095,Hamburg,DEHHM,Hamburger Energiewerke,9.993134,53.548933,2,2.0,0.0,0.0,fast_food,False,False,True,False,
-AolBOqEu0y-HEbZ74WdzDFCQc4N6zoS9z1bDtUBSPo,Hamburg,22767,Hamburg,DEHHM,Hamburger Energiewerke,9.99916,53.5496,0,0.0,0.0,0.0,,,,,,
-DTxSOKBxOlXgxzPImpaJZfBUD-YeW9Il9rIYuMiYKw,Hamburg,22337,Hamburg,DEHHM,Hamburger Energiewerke,10.052869,53.633256,0,0.0,0.0,0.0,,,,,,
-EvegtEp4082TQGRRTNiIOGmWiDlvGvmHoumxSa6RPI,Hamburg,22159,Hamburg,DEHHM,Hamburger Energiewerke,10.116497,53.596514,0,0.0,0.0,0.0,,,,,,
-JWIpOTmN38fAVKYcFRKvxoJQlFNU9fwb8RVIvnqV0w,Hamburg,21077,Hamburg,DEEZE,eze.network GmbH,9.99052,53.44517,1,0.0,1.0,0.0,fuel,False,False,False,False,Shell
-NV78CvztFZVJDtzcz_tNy4yKP4yG2sXNQnG45xd3Fg,Hamburg,20537,Hamburg,DEDES,Total Energies,10.035876,53.547365,1,1.0,0.0,0.0,fast_food,False,False,True,False,
-SF2-ruqoFK2Z1TLCh3hAf9K6zMMUgCH2GEvVo79_DU,Hamburg,22395,Hamburg,DEWLN,Wirelane,10.09713,53.66222,0,0.0,0.0,0.0,,,,,,
-Sxy49HgfCWCPVNsIDj_GwDslTwFRcbOdKYCS_Waqcg,Hamburg,21077,Hamburg,DEEBW,EnBW,9.935783,53.430464,0,0.0,0.0,0.0,,,,,,
-Uv9kCsE8bTzZiN32-U0b0sdm9IPFvaGcNnw8MMa16A,Hamburg,20537,Hamburg,DELMS,LastMileSolutions,10.044744,53.551064,0,0.0,0.0,0.0,,,,,,
-VC7sxGweFAwKhekWvgTZrA3F4nickJelfKF1dmW70E,Hamburg,22305,Hamburg,DEHHM,Hamburger Energiewerke,10.045834,53.585399,0,0.0,0.0,0.0,,,,,,
-XmcF52kBZVjD_IfGnLrBmWnzt1VssBye4Lqaq9mrqM,Hamburg,22457,Hamburg,DEHHM,Hamburger Energiewerke,9.899808,53.632377,0,0.0,0.0,0.0,,,,,,
-Zy2L2_8w4X2fxpIkq6PqXcfhCE74ZOh8_75v1VDWD0,Hamburg,22359,Hamburg,DEHHM,Hamburger Energiewerke,10.162372,53.648946,0,0.0,0.0,0.0,,,,,,
-c4F47iTSofyjUPoyChViTDYcXMbs--KtFusUyrSm-I,Hamburg,22335,Hamburg,DETNM,Shell Recharge,10.00969,53.62142,1,0.0,1.0,0.0,fuel,False,False,False,True,Shell
-dGbUHIqoCknuCtOFdorkxoX3JCmxScaOMCA1DwqcSk,Hamburg,22047,Hamburg,DEHHM,Hamburger Energiewerke,10.083262,53.58009,0,0.0,0.0,0.0,,,,,,
-eQ4DQCEBZ3R1Jz9PHwIYXAuCuavTL9aSW-yXdVn7bo,Hamburg,21031,Hamburg,DEHHM,Hamburger Energiewerke,10.205528,53.495595,3,3.0,0.0,0.0,fast_food,False,False,False,False,Domino's
-eQ4DQCEBZ3R1Jz9PHwIYXAuCuavTL9aSW-yXdVn7bo,Hamburg,21031,Hamburg,DEHHM,Hamburger Energiewerke,10.205528,53.495595,3,3.0,0.0,0.0,fast_food,False,False,False,False,
-eQ4DQCEBZ3R1Jz9PHwIYXAuCuavTL9aSW-yXdVn7bo,Hamburg,21031,Hamburg,DEHHM,Hamburger Energiewerke,10.205528,53.495595,3,3.0,0.0,0.0,fast_food,False,False,False,False,
-g495vCQfnV9sEamUGpG0FYJO99RX7OYR4uJZhnKUig,Hamburg,21035,Hamburg,DEHHM,Hamburger Energiewerke,10.20285,53.482996,0,0.0,0.0,0.0,,,,,,
-impo-e0dsY-SljqlEhrndngl4ouvuDfjl9TktoYHUQ,Hamburg,22143,Hamburg,DELA1,LAN1 Hotspots GmbH,10.189383,53.608323,1,1.0,0.0,0.0,fast_food,False,True,True,False,McDonald's
-lJZN302aUrT_jjBMrouoYQCeE4i5dMUH_CGK7CaA8A,Hamburg,22399,Hamburg,DEHHM,Hamburger Energiewerke,10.079211,53.661838,0,0.0,0.0,0.0,,,,,,
-lQHkq3LABXiGbsglTzOuPFcYJn5S-Ap3Tf60Fo150s,Hamburg,22159,Hamburg,DEHHM,Hamburger Energiewerke,10.140354,53.628011,0,0.0,0.0,0.0,,,,,,
-rKz7VIrwdINdr9GNBhanHC2F6h1G1Cqe_nxh_A84HY,Hamburg,20255,Hamburg,DEHHM,Hamburger Energiewerke,9.946057,53.576695,0,0.0,0.0,0.0,,,,,,
-uAqxF3O7iA8YHvt-WZOF7jmeTTDWVy0v2MW2b8hl8o,Hamburg,22359,Hamburg,DEHHM,Hamburger Energiewerke,10.162687,53.649316,1,1.0,0.0,0.0,fast_food,False,False,False,False,
-uayxgnsGosR2Uh4JB__ofQGQoIN2aSYueC6732L2MY,Hamburg,22087,Hamburg,DEWLN,Wirelane,10.023166,53.562888,0,0.0,0.0,0.0,,,,,,
-vguYcZumF6bUhOZxC20xzKlE5C5KjhVE7aUg4iREiI,Hamburg,20357,Hamburg,DEVAT,Vattenfall,9.973904,53.556953,0,0.0,0.0,0.0,,,,,,
-wY8BvuPM-6Mqt3iO_ukCeUsZMdqfy6REY0OTEDKbX0,Hamburg,22043,Hamburg,DEHHM,Hamburger Energiewerke,10.12586,53.58416,0,0.0,0.0,0.0,,,,,,
-zI0SwspsDxaxB1RT1qwWYPz34JS7MGhg-YFwschEz4,Hamburg,22529,Hamburg,ATHTB,Chargepoint,9.957627,53.582599,0,0.0,0.0,0.0,,,,,,
0-VaAdgbcEyIH1iJejcuE358oMYZBticrUXw99v7j5E,Hamburg,22459,Hamburg,DEHHM,Hamburger Energiewerke,9.945335,53.629153,0,0.0,0.0,0.0,,,,,,
019CkHGYtvGITT-S7mRXGTV4ixJDyc1dkTtpX00VCCc,Hamburg,22457,Hamburg,ATHTB,Chargepoint,9.938724,53.656671,0,0.0,0.0,0.0,,,,,,
036XLQKDc91OKpvJbzlSrJf1_BwdjUOL7Z3H_USX6nw,Hamburg,22087,Hamburg,DEHHM,Hamburger Energiewerke,10.03538,53.56311,1,1.0,0.0,0.0,fast_food,False,False,False,False,
04NqEYiPARvg5p2fXTPirPJYDhnBrIqwID6bG1gf7n8,Hamburg,20149,Hamburg,DEHHM,Hamburger Energiewerke,9.986647,53.581366,0,0.0,0.0,0.0,,,,,,
0EbIAzJGo37fi-LxzR94-fuzDCwdmlvNduOqDcoo8OY,Hamburg,20097,Hamburg,DEHHM,Hamburger Energiewerke,10.0137,53.54834,2,2.0,0.0,0.0,fast_food,False,False,True,False,
0EbIAzJGo37fi-LxzR94-fuzDCwdmlvNduOqDcoo8OY,Hamburg,20097,Hamburg,DEHHM,Hamburger Energiewerke,10.0137,53.54834,2,2.0,0.0,0.0,fast_food,False,False,True,False,
0FtdJuyLNT3KEkQyYwhUxgIWsAsUjsLFqerDPKYmWWA,Hamburg,22455,Hamburg,DEUBI,ubitricity,9.943142,53.63905,0,0.0,0.0,0.0,,,,,,
0HYbIzZRcbsb_JiLZNFGHc2MDj1dAWTXBTXKGNbQglw,Hamburg,22335,Hamburg,DEHHM,Hamburger Energiewerke,10.015019,53.631588,0,0.0,0.0,0.0,,,,,,
0J07K1euhFmUSxT_PDIfGxFUqzFPq1fGAIk8b6n-iOk,Hamburg,20253,Hamburg,DEEZE,eze.network GmbH,9.96775,53.58017,2,2.0,0.0,0.0,fast_food,True,False,True,False,
0J07K1euhFmUSxT_PDIfGxFUqzFPq1fGAIk8b6n-iOk,Hamburg,20253,Hamburg,DEEZE,eze.network GmbH,9.96775,53.58017,2,2.0,0.0,0.0,fast_food,False,False,True,False,
0KBDzhLg68Kz1xQM3Harcs9K0GJa1X3cWBR3QH6kENY,Hamburg,22767,Hamburg,DEHHM,Hamburger Energiewerke,9.95536,53.55357,1,1.0,0.0,0.0,fast_food,False,False,False,False,
0LPC9pbt_AmR9nLM29P4NvokAfGrAicilsZpfuhcEa0,Hamburg,22415,Hamburg,DEHHM,Hamburger Energiewerke,10.030759,53.646434,0,0.0,0.0,0.0,,,,,,
0LnhS7DY4KWLONLsFQcrvvNCX5YzJcTziRh8IvjJYL4,Hamburg,20357,Hamburg,DEEZE,eze.network GmbH,9.97317,53.56128,0,0.0,0.0,0.0,,,,,,
0Pw8IHb0cwvwGclbZ8hDaEoPZ2MS2Ew-yTd1AD1cYKw,Hamburg,22559,Hamburg,DEQRM,Qwello,9.77215,53.58225,0,0.0,0.0,0.0,,,,,,
0RMz5fC7Z7C2CKRIRP1S5k2gCA-lvKBzBOhSO07oLHM,Hamburg,22767,Hamburg,DEHHM,Hamburger Energiewerke,9.945229,53.555237,0,0.0,0.0,0.0,,,,,,
0SuwkPNEZB9cBlP56TF0P-SPJ8k5YjNewc660fHqETQ,Hamburg,22761,Hamburg,DEPOW,MOON POWER GmbH,9.919512,53.56569,0,0.0,0.0,0.0,,,,,,
0WQUnXT-Z1kZlIab7fpRm-Q1cST-R4Cn2qBFRJck1uA,Hamburg,22335,Hamburg,DEVAT,Vattenfall,9.981733,53.618157,0,0.0,0.0,0.0,,,,,,
0eOin5GETYZ2UTBWC58BPwTjDcLRL6eFlny3eYGq-VY,Hamburg,21107,Hamburg,DELDL,Lidl,9.9928,53.501257,2,0.0,0.0,2.0,supermarket,False,False,False,False,
0eOin5GETYZ2UTBWC58BPwTjDcLRL6eFlny3eYGq-VY,Hamburg,21107,Hamburg,DELDL,Lidl,9.9928,53.501257,2,0.0,0.0,2.0,supermarket,False,False,False,False,Lidl
0iVKXxat9iihy-KceFLouEyRQ7FlUWquD53HrwR90YU,Hamburg,20146,Hamburg,DEHHM,Hamburger Energiewerke,9.98459,53.56981,0,0.0,0.0,0.0,,,,,,
0lGCgQYf3DTHnozdvfvNqtZjpPjgqzW6ktBrcHxNEJc,Hamburg,22159,Hamburg,DEWLN,Wirelane,10.119277,53.602666,0,0.0,0.0,0.0,,,,,,
0nFKEEOWD3YckJyV06oudI67JEvDN6PKaGAHQCaggYs,Hamburg,22457,Hamburg,DELDL,Lidl,9.907441,53.633404,1,0.0,0.0,1.0,supermarket,False,False,False,False,Lidl
0oVHXJ3ZoMlDzCd1b5YV6YdJs952KfeqW8n2_H87WlU,Hamburg,22457,Hamburg,DEHHM,Hamburger Energiewerke,9.91908,53.634615,2,0.0,0.0,2.0,supermarket,False,False,False,False,REWE
0oVHXJ3ZoMlDzCd1b5YV6YdJs952KfeqW8n2_H87WlU,Hamburg,22457,Hamburg,DEHHM,Hamburger Energiewerke,9.91908,53.634615,2,0.0,0.0,2.0,supermarket,False,False,False,False,denn's Biomarkt
0rViZHbGAReV6OZyN59ch81S6mVSR1-MR9lo0SdKsTI,Hamburg,22047,Hamburg,DEHHM,Hamburger Energiewerke,10.094439,53.594818,0,0.0,0.0,0.0,,,,,,
0tDn9L06SlJtrsre0fkfafWzJbEGKeOCmoxnAEg0udI,Hamburg,20148,Hamburg,DEHHM,Hamburger Energiewerke,9.994413,53.570501,0,0.0,0.0,0.0,,,,,,
0x_fNAAlOdTzXv7Ku22SdCnT93dRksEVMS5Rdeej04E,Hamburg,22589,Hamburg,DEHHM,Hamburger Energiewerke,9.825345,53.569217,0,0.0,0.0,0.0,,,,,,
1-CnnYbQYBtk0RqSzErVjv2HKRKeRorm14VEh3K0X0o,Hamburg,22393,Hamburg,DEHHM,Hamburger Energiewerke,10.094778,53.651647,1,0.0,0.0,1.0,supermarket,False,False,False,False,REWE
10vjs2KMEw8zgKn661KCL6noofdm67hs7XPl81ZWAZU,Hamburg,22083,Hamburg,DEHHM,Hamburger Energiewerke,10.027497,53.577912,1,1.0,0.0,0.0,fast_food,False,False,False,False,
1735n7uRyMn8YLIOHWtdb15HX28i_IZq7dfPpW6lfxk,Hamburg,22087,Hamburg,DEHHM,Hamburger Energiewerke,10.025014,53.561616,0,0.0,0.0,0.0,,,,,,
1DIXZc6al9Ig1p3QU0TFIYcb4UP_Iw12tYzMSCytWuE,Hamburg,20537,Hamburg,DEHHM,Hamburger Energiewerke,10.032731,53.553907,0,0.0,0.0,0.0,,,,,,
1G76NgK3z3k53HbShiSrxJJjj1QfTvIjXjo1Qlz0zcY,Hamburg,22415,Hamburg,DE2GO,EWEGo,10.006404,53.653664,1,1.0,0.0,0.0,fast_food,False,True,True,False,McDonald's
1IPCcScvNBll2iKR_gqyWureI2_i0PVaTnjo_7gbhog,Hamburg,22393,Hamburg,DEHHM,Hamburger Energiewerke,10.094309,53.651296,1,0.0,0.0,1.0,supermarket,False,False,False,False,REWE
1LlZrFzmiHim1VUbsUDG50L-160FRIt8GO0hsu_JF8E,Hamburg,20259,Hamburg,DEHHM,Hamburger Energiewerke,9.961736,53.574169,1,0.0,0.0,1.0,supermarket,False,False,False,False,Penny
1PfyvjAtydvvSerIYNhRDAKNoTITPc1rS6Gc2Qv-8jQ,Hamburg,21073,Hamburg,DEHHM,Hamburger Energiewerke,9.97854,53.45718,1,0.0,0.0,1.0,supermarket,False,False,False,False,Edeka
1QKEq0ac6FA9B-Wvi6p-X10woPSgxyZs6skJpKLAeU4,Hamburg,22419,Hamburg,DEEZE,eze.network GmbH,10.00042,53.67227,2,1.0,0.0,1.0,fast_food,False,False,False,False,Domino's
1QKEq0ac6FA9B-Wvi6p-X10woPSgxyZs6skJpKLAeU4,Hamburg,22419,Hamburg,DEEZE,eze.network GmbH,10.00042,53.67227,2,1.0,0.0,1.0,fast_food,False,False,False,False,ALDI Nord
1Ug3rH8-tftbpQ-mefxt_AJh3k6kzEOERbx_r3VHyiA,Hamburg,21107,Hamburg,DEHHM,Hamburger Energiewerke,9.992346,53.508686,0,0.0,0.0,0.0,,,,,,
1XK9GVbImPa8-W3JcGk8owCBMbjGRfv2I3iHm3vAZVc,Hamburg,22525,Hamburg,DETNM,Shell Recharge,9.91915,53.57353,1,0.0,1.0,0.0,fuel,True,False,False,True,Shell
1ZrS7ocizQKoRhk6WXCEw02wh26wFLCKJRNA2C0X4O0,Hamburg,21073,Hamburg,DEAPC,E.ON Drive,9.981879,53.4603,9,7.0,0.0,2.0,fast_food,False,False,False,False,McDonald's
1ZrS7ocizQKoRhk6WXCEw02wh26wFLCKJRNA2C0X4O0,Hamburg,21073,Hamburg,DEAPC,E.ON Drive,9.981879,53.4603,9,7.0,0.0,2.0,fast_food,False,False,False,False,
1ZrS7ocizQKoRhk6WXCEw02wh26wFLCKJRNA2C0X4O0,Hamburg,21073,Hamburg,DEAPC,E.ON Drive,9.981879,53.4603,9,7.0,0.0,2.0,fast_food,False,False,False,False,
1ZrS7ocizQKoRhk6WXCEw02wh26wFLCKJRNA2C0X4O0,Hamburg,21073,Hamburg,DEAPC,E.ON Drive,9.981879,53.4603,9,7.0,0.0,2.0,fast_food,False,False,False,False,
1ZrS7ocizQKoRhk6WXCEw02wh26wFLCKJRNA2C0X4O0,Hamburg,21073,Hamburg,DEAPC,E.ON Drive,9.981879,53.4603,9,7.0,0.0,2.0,fast_food,False,False,False,False,
1ZrS7ocizQKoRhk6WXCEw02wh26wFLCKJRNA2C0X4O0,Hamburg,21073,Hamburg,DEAPC,E.ON Drive,9.981879,53.4603,9,7.0,0.0,2.0,fast_food,False,False,False,False,
1ZrS7ocizQKoRhk6WXCEw02wh26wFLCKJRNA2C0X4O0,Hamburg,21073,Hamburg,DEAPC,E.ON Drive,9.981879,53.4603,9,7.0,0.0,2.0,fast_food,False,False,False,False,
1ZrS7ocizQKoRhk6WXCEw02wh26wFLCKJRNA2C0X4O0,Hamburg,21073,Hamburg,DEAPC,E.ON Drive,9.981879,53.4603,9,7.0,0.0,2.0,fast_food,False,False,False,False,
1ZrS7ocizQKoRhk6WXCEw02wh26wFLCKJRNA2C0X4O0,Hamburg,21073,Hamburg,DEAPC,E.ON Drive,9.981879,53.4603,9,7.0,0.0,2.0,fast_food,False,False,False,False,Aldi Nord
1_mfx4BHlybSdQh8M6epNAkyN69-ikYgkJXchvnPQsU,Hamburg,21031,Hamburg,DEWLN,Wirelane,10.214361,53.511472,0,0.0,0.0,0.0,,,,,,
1bLN17X3vaTWEdCAL4K1nGyy0_Y_U-XHtTvKXG0FfnI,Hamburg,22111,Hamburg,DEHHM,Hamburger Energiewerke,10.078739,53.550426,1,1.0,0.0,0.0,fast_food,False,False,False,False,
1eNTHzMJI3Me_m0kQherBy2f9W_8uhXevPoinIyufA4,Hamburg,22335,Hamburg,DEWLN,Wirelane,10.02127,53.77926,0,0.0,0.0,0.0,,,,,,
1edQ9SUP1yKN4Z_c5Td8-l1YJ15becTXcrCOpvcYeCI,Hamburg,22419,Hamburg,DEPOW,MOON POWER GmbH,10.001324,53.678984,2,1.0,0.0,1.0,supermarket,False,False,False,False,
1edQ9SUP1yKN4Z_c5Td8-l1YJ15becTXcrCOpvcYeCI,Hamburg,22419,Hamburg,DEPOW,MOON POWER GmbH,10.001324,53.678984,2,1.0,0.0,1.0,supermarket,False,True,False,False,REWE
1lVWl_LfpE_3r1EOL07bZIJv1XO8Rau_GxjQdk5IVkY,Hamburg,22765,Hamburg,DEHHM,Hamburger Energiewerke,9.92881,53.54769,1,1.0,0.0,0.0,fast_food,False,False,True,False,Papa John's
1mZs6hx-wAJrIgniAeOE4fACnYpZCxy3eLiw9M-9TqA,Hamburg,22335,Hamburg,DEVAT,Vattenfall,9.98275,53.61905,0,0.0,0.0,0.0,,,,,,
1ngJf9bS2xFWGB-TutuIuUoxKW1adb2JLHIQOl9yrrQ,Hamburg,20355,Hamburg,DEEDR,E.ON Drive,9.98714,53.56231,0,0.0,0.0,0.0,,,,,,
1pMRzuFIdyui6u5xoBozqn6J62yHBxb14rne1I55jOA,Hamburg,22297,Hamburg,DECPI,ChargePoint Germany GmbH,10.028658,53.603837,0,0.0,0.0,0.0,,,,,,
1sMNbbuSttwntjaRuRnBvB1qI55RnJdx6VGTQjDxEf8,Hamburg,22335,Hamburg,DEVAT,Vattenfall,9.991189,53.620169,0,0.0,0.0,0.0,,,,,,
1tYK9Ed3j0-63fiWmWu56n0IOwVhjZVbL2DaNAzvwgk,Hamburg,20149,Hamburg,DEEZE,eze.network GmbH,9.99818,53.5781,0,0.0,0.0,0.0,,,,,,
1y5e7_uNBPD5Ye2o43U3ySNlLsdkCxtRAJD1X9OaR6Q,Hamburg,22117,Hamburg,DEHHM,Hamburger Energiewerke,10.14222,53.54299,1,0.0,0.0,1.0,supermarket,False,False,False,False,Netto Marken-Discount
1zKZf3EXhb19iTi16TQb47HyucRG4otxAHwQggrFS1o,Hamburg,20249,Hamburg,DEUBI,ubitricity,9.99173,53.5855,0,0.0,0.0,0.0,,,,,,
22RbknT_XZ04pLbIn0j1uVupbalq-2FxvfGTRlvuiLw,Hamburg,20535,Hamburg,DEHHM,Hamburger Energiewerke,10.05065,53.55754,1,1.0,0.0,0.0,fast_food,False,False,False,False,
23bHYFvDYbukcM45hr8qqJ2pCMOqoFhuliqfhp1oVUg,Hamburg-Duvenstedt,22397,Hamburg,DELDL,Lidl,10.103218,53.704703,1,0.0,0.0,1.0,supermarket,False,False,False,False,Lidl
2DV5JZhfPF8zG9KOE6hJJJ1Pfm7bIsfq6CAHrl_1lRM,Hamburg,22767,Hamburg,DEHHM,Hamburger Energiewerke,9.957415,53.555935,0,0.0,0.0,0.0,,,,,,
2Ex_B4gxXjX--yLYn8Ab1jiyBTQlHeWwv2m0ReXXNvE,Hamburg,22089,Hamburg,DEHHM,Hamburger Energiewerke,10.04944,53.56783,2,0.0,0.0,2.0,supermarket,False,False,False,False,PENNY
2Ex_B4gxXjX--yLYn8Ab1jiyBTQlHeWwv2m0ReXXNvE,Hamburg,22089,Hamburg,DEHHM,Hamburger Energiewerke,10.04944,53.56783,2,0.0,0.0,2.0,supermarket,False,False,False,False,
2INZs7rksQprZs6VVXl_R4JFeJbtBhX46Y-nKIlFdeU,Hamburg,22303,Hamburg,DEHHM,Hamburger Energiewerke,10.018516,53.587054,0,0.0,0.0,0.0,,,,,,
2J2GIx4G8R9BO5eWBnceHoqhCKO-dRmXILP_DYALpmM,Hamburg,21035,Hamburg,DEBPE,Aral Pulse,10.184006,53.486731,1,0.0,1.0,0.0,fuel,False,False,False,True,Aral
2JrS-XfLcKSBDGCGL58hfKNGH_cInsKaH47FZaXqsH8,Hamburg,20257,Hamburg,DEHHM,Hamburger Energiewerke,9.94138,53.57478,0,0.0,0.0,0.0,,,,,,
2KkmaXcFIJT5iIn-wBNfMAfabub0meLwTwRXbhzRMLo,Hamburg,22605,Hamburg,DEHHM,Hamburger Energiewerke,9.877209,53.553594,0,0.0,0.0,0.0,,,,,,
2PDkiiWcv-YnMg8GYe1G7ftnShLGJxU4BmI-ltjKPHA,Hamburg,20097,Hamburg,DEWBE,Westbridge Energy GmbH,10.01993,53.54712,0,0.0,0.0,0.0,,,,,,
2TrQbpKvz34bvGhJraRUdec0JKW82Uvl4A__oom_xP0,Hamburg,20095,Hamburg,DEHHM,Hamburger Energiewerke,9.997618,53.552188,2,2.0,0.0,0.0,fast_food,False,False,True,False,
2TrQbpKvz34bvGhJraRUdec0JKW82Uvl4A__oom_xP0,Hamburg,20095,Hamburg,DEHHM,Hamburger Energiewerke,9.997618,53.552188,2,2.0,0.0,0.0,fast_food,False,False,True,False,
2fDNGpPNQetB3oTJiPPBnNqHJnEebT16YIqaNJ_eG1Y,Hamburg,20148,Hamburg,DEHHM,Hamburger Energiewerke,9.992988,53.566659,0,0.0,0.0,0.0,,,,,,
2hLRdo2hAz3DOC_r2m2JW5nA7CHQVZGBA4dDPGgyoFA,Hamburg,22089,Hamburg,DEHHM,Hamburger Energiewerke,10.05301,53.572381,0,0.0,0.0,0.0,,,,,,
2qNwoVVhghFw-j4B44Ghz-m95a6Be2BaKJmt3gXmWrw,Hamburg,22049,Hamburg,DEHHM,Hamburger Energiewerke,10.06883,53.5828,0,0.0,0.0,0.0,,,,,,
2rJ-rXIH5UXyrYeKyrUcjXZGqfLCOJjxgUeQB4ui_3o,Hamburg,22083,Hamburg,DEHHM,Hamburger Energiewerke,10.03056,53.57692,0,0.0,0.0,0.0,,,,,,
2ukwBcNjYllfYImNqO83nrtXlbTZEzChvH-UQqBnk90,Hamburg,22763,Hamburg,DEHHM,Hamburger Energiewerke,9.920037,53.553878,0,0.0,0.0,0.0,,,,,,
2xpE82ad-pwyGOuqOeM1cT6XHo3TE0N5ZS1fCJvxXO0,Hamburg,22301,Hamburg,DEHHM,Hamburger Energiewerke,10.008827,53.585299,1,0.0,0.0,1.0,supermarket,False,False,False,False,Rewe
2zSXA66gqz392hZW4RF6bmDUwVpLCaO3JThHwFeWO8I,Hamburg,22043,Hamburg,DEJEG,Jolt Energy,10.122855,53.569199,1,0.0,1.0,0.0,fuel,False,False,False,True,Esso
38Vn0GR9okWeIAWwZHEHbHCtkThcSJyX-Bd91qB7-y0,Hamburg,21029,Hamburg,DEHHM,Hamburger Energiewerke,10.210845,53.488122,2,1.0,0.0,1.0,fast_food,False,False,True,False,
38Vn0GR9okWeIAWwZHEHbHCtkThcSJyX-Bd91qB7-y0,Hamburg,21029,Hamburg,DEHHM,Hamburger Energiewerke,10.210845,53.488122,2,1.0,0.0,1.0,fast_food,False,False,False,False,EDEKA
39pEFW5gusftEgtpFQi_-fVK2_o0FtUrzzrEGtQ-y24,Hamburg,22525,Hamburg,DETNK,TankE,9.911136,53.574895,0,0.0,0.0,0.0,,,,,,
3AvnsSBQiaE85wvqKzvgBwMXJe8EDMQwlUxFQuoZMQY,Hamburg,22559,Hamburg,CHECU,eCarUp AG,9.7685,53.58843,0,0.0,0.0,0.0,,,,,,
3GJxh4n3wtsbCJHoy-SGXtVJzYg2xyRU6AM6O6Qg57M,Hamburg,20537,Hamburg,DEHHM,Hamburger Energiewerke,10.05669,53.54966,0,0.0,0.0,0.0,,,,,,
3IYJnKyq4H4pFYLJZ-oTKtpdxDKJUHJjPnTRLUXe2dw,Hamburg,22391,Hamburg,DEHHM,Hamburger Energiewerke,10.09189,53.63554,1,0.0,1.0,0.0,fuel,True,False,False,False,JET
3JY1UYGZ6C2VcMFUfFnp5sw49A0TEkTSJFmuZpbmnfA,Hamburg,21079,Hamburg,DEEDR,E.ON Drive,9.947672,53.471985,0,0.0,0.0,0.0,,,,,,
3N2djiDmDf_xP2uxZXJOvBDhcmNDJFtdqjoOxPrhaCU,Hamburg,22149,Hamburg,DEHHM,Hamburger Energiewerke,10.18293,53.593952,0,0.0,0.0,0.0,,,,,,
3OSZrPyKfAo3yKQ-oX6_EeiXKFmlLX8PP5nZN-KMlnM,Hamburg,20535,Hamburg,DEHHM,Hamburger Energiewerke,10.031,53.555259,0,0.0,0.0,0.0,,,,,,
3YmEThbaagqF9sQCExqJ7HDB9TyTfCHVfrJf29Fna2Q,Hamburg,22307,Hamburg,DEHHM,Hamburger Energiewerke,10.040611,53.602611,4,2.0,0.0,2.0,supermarket,False,False,True,False,
3YmEThbaagqF9sQCExqJ7HDB9TyTfCHVfrJf29Fna2Q,Hamburg,22307,Hamburg,DEHHM,Hamburger Energiewerke,10.040611,53.602611,4,2.0,0.0,2.0,supermarket,False,False,True,False,
3YmEThbaagqF9sQCExqJ7HDB9TyTfCHVfrJf29Fna2Q,Hamburg,22307,Hamburg,DEHHM,Hamburger Energiewerke,10.040611,53.602611,4,2.0,0.0,2.0,supermarket,False,False,False,False,REWE
3YmEThbaagqF9sQCExqJ7HDB9TyTfCHVfrJf29Fna2Q,Hamburg,22307,Hamburg,DEHHM,Hamburger Energiewerke,10.040611,53.602611,4,2.0,0.0,2.0,supermarket,False,False,False,False,Denns BioMarkt
3anZTE-MsoEiIS0AOy9ogZXqonjeR82H_OfXLIDXqeA,Hamburg,20537,Hamburg,DEEZE,eze.network GmbH,10.05538,53.54611,0,0.0,0.0,0.0,,,,,,
3bsTtuk9IYhotU71prAknbt5C-NZ8nlNaXrbLOww08w,Hamburg,22303,Hamburg,DEHHM,Hamburger Energiewerke,10.013538,53.583253,0,0.0,0.0,0.0,,,,,,
3e5SVxhkyz28R0Odpdt48op8Dj-Mv__zg_oqiiA2IFs,Hamburg,22605,Hamburg,DEHHM,Hamburger Energiewerke,9.88841,53.54851,0,0.0,0.0,0.0,,,,,,
3k_fGYoCFde3RD3SXLX3PlPRuwQ2CSRiz0QdgrfqzPU,Hamburg,20099,Hamburg,DEWLN,Wirelane,10.004926,53.556592,0,0.0,0.0,0.0,,,,,,
3puobLTSVcWmQFLBma0c6RkWCAAEqT8oxXZpc4aw-Wk,Hamburg,22083,Hamburg,DEHHM,Hamburger Energiewerke,10.041896,53.580855,3,2.0,0.0,1.0,fast_food,False,False,True,False,
3puobLTSVcWmQFLBma0c6RkWCAAEqT8oxXZpc4aw-Wk,Hamburg,22083,Hamburg,DEHHM,Hamburger Energiewerke,10.041896,53.580855,3,2.0,0.0,1.0,fast_food,False,False,False,False,
