id,locality,postalCode,state,streetAddress,geoCoordinates,operatorId,operatorName
-4ZBQG-7Q6NqIB0E-IKSTEPG9lYhs0HdwxuBQCJ5rGM,Hamburg,22041,Hamburg,Walddörferstraße 110,"[10.07688,53.57944]",DEHHM,Hamburger Energiewerke
-7GAlj5KMjg81KmaOcdIlmUrDZLpYp_kp_pXqeePYdc,Hamburg,20095,Hamburg,Große Bäckerstraße 8,"[9.993134,53.548933]",DEHHM,Hamburger Energiewerke
-AolBOqEu0y-HEbZ74WdzDFCQc4N6zoS9z1bDtUBSPo,Hamburg,22767,Hamburg,Kattrepel 20,"[9.99916,53.5496]",DEHHM,Hamburger Energiewerke
-DTxSOKBxOlXgxzPImpaJZfBUD-YeW9Il9rIYuMiYKw,Hamburg,22337,Hamburg,Kornweg 30,"[10.052869,53.633256]",DEHHM,Hamburger Energiewerke
-EvegtEp4082TQGRRTNiIOGmWiDlvGvmHoumxSa6RPI,Hamburg,22159,Hamburg,Berner Heerweg 64,"[10.116497,53.596514]",DEHHM,Hamburger Energiewerke
-JWIpOTmN38fAVKYcFRKvxoJQlFNU9fwb8RVIvnqV0w,Hamburg,21077,Hamburg,Winsener Straße 84A,"[9.99052,53.44517]",DEEZE,eze.network GmbH
-NV78CvztFZVJDtzcz_tNy4yKP4yG2sXNQnG45xd3Fg,Hamburg,20537,Hamburg,Süderstraße 133-141,"[10.035876,53.547365]",DEDES,Total Energies
-SF2-ruqoFK2Z1TLCh3hAf9K6zMMUgCH2GEvVo79_DU,Hamburg,22395,Hamburg,Saselbergring 25,"[10.09713,53.66222]",DEWLN,Wirelane
-Sxy49HgfCWCPVNsIDj_GwDslTwFRcbOdKYCS_Waqcg,Hamburg,21077,Hamburg,Maldfeldstraße 2,"[9.935783,53.430464]",DEEBW,EnBW
-Uv9kCsE8bTzZiN32-U0b0sdm9IPFvaGcNnw8MMa16A,Hamburg,20537,Hamburg,Wendenstrasse 349,"[10.044744,53.551064]",DELMS,LastMileSolutions
-VC7sxGweFAwKhekWvgTZrA3F4nickJelfKF1dmW70E,Hamburg,22305,Hamburg,Maurienstraße 13,"[10.045834,53.585399]",DEHHM,Hamburger Energiewerke
-XmcF52kBZVjD_IfGnLrBmWnzt1VssBye4Lqaq9mrqM,Hamburg,22457,Hamburg,Albertine-Assor-Straße 4,"[9.899808,53.632377]",DEHHM,Hamburger Energiewerke
-Zy2L2_8w4X2fxpIkq6PqXcfhCE74ZOh8_75v1VDWD0,Hamburg,22359,Hamburg,Uppenhof 1,"[10.162372,53.648946]",DEHHM,Hamburger Energiewerke
-c4F47iTSofyjUPoyChViTDYcXMbs--KtFusUyrSm-I,Hamburg,22335,Hamburg,431 Alsterkrugchaussee,"[10.00969,53.62142]",DETNM,Shell Recharge
-dGbUHIqoCknuCtOFdorkxoX3JCmxScaOMCA1DwqcSk,Hamburg,22047,Hamburg,Walddörferstraße ggü. 133,"[10.083262,53.58009]",DEHHM,Hamburger Energiewerke
-eQ4DQCEBZ3R1Jz9PHwIYXAuCuavTL9aSW-yXdVn7bo,Hamburg,21031,Hamburg,Lohbrügger Landstraße 6,"[10.205528,53.495595]",DEHHM,Hamburger Energiewerke
-g495vCQfnV9sEamUGpG0FYJO99RX7OYR4uJZhnKUig,Hamburg,21035,Hamburg,Glasbläserhöfe 14,"[10.20285,53.482996]",DEHHM,Hamburger Energiewerke
-impo-e0dsY-SljqlEhrndngl4ouvuDfjl9TktoYHUQ,Hamburg,22143,Hamburg,Merkurring 120,"[10.189383,53.608323]",DELA1,LAN1 Hotspots GmbH
-lJZN302aUrT_jjBMrouoYQCeE4i5dMUH_CGK7CaA8A,Hamburg,22399,Hamburg,Auf der Koppel 7,"[10.079211,53.661838]",DEHHM,Hamburger Energiewerke
-lQHkq3LABXiGbsglTzOuPFcYJn5S-Ap3Tf60Fo150s,Hamburg,22159,Hamburg,Berner Heerweg 372,"[10.140354,53.628011]",DEHHM,Hamburger Energiewerke
-rKz7VIrwdINdr9GNBhanHC2F6h1G1Cqe_nxh_A84HY,Hamburg,20255,Hamburg,Hellkamp 2A,"[9.946057,53.576695]",DEHHM,Hamburger Energiewerke
-uAqxF3O7iA8YHvt-WZOF7jmeTTDWVy0v2MW2b8hl8o,Hamburg,22359,Hamburg,Claus-Ferck-Straße 11,"[10.162687,53.649316]",DEHHM,Hamburger Energiewerke
-uayxgnsGosR2Uh4JB__ofQGQoIN2aSYueC6732L2MY,Hamburg,22087,Hamburg,Ifflandstraße 78,"[10.023166,53.562888]",DEWLN,Wirelane
-vguYcZumF6bUhOZxC20xzKlE5C5KjhVE7aUg4iREiI,Hamburg,20357,Hamburg,Feldstraße 53-58,"[9.973904,53.556953]",DEVAT,Vattenfall
-wY8BvuPM-6Mqt3iO_ukCeUsZMdqfy6REY0OTEDKbX0,Hamburg,22043,Hamburg,Jenfelder Allee 80,"[10.12586,53.58416]",DEHHM,Hamburger Energiewerke
-zI0SwspsDxaxB1RT1qwWYPz34JS7MGhg-YFwschEz4,Hamburg,22529,Hamburg,Troplowitzstraße 19,"[9.957627,53.582599]",ATHTB,Chargepoint
0-VaAdgbcEyIH1iJejcuE358oMYZBticrUXw99v7j5E,Hamburg,22459,Hamburg,Harzburger Weg 2,"[9.945335,53.629153]",DEHHM,Hamburger Energiewerke
019CkHGYtvGITT-S7mRXGTV4ixJDyc1dkTtpX00VCCc,Hamburg,22457,Hamburg,Oldesloer Straße 251,"[9.938724,53.656671]",ATHTB,Chargepoint
036XLQKDc91OKpvJbzlSrJf1_BwdjUOL7Z3H_USX6nw,Hamburg,22087,Hamburg,Landwehr 2,"[10.03538,53.56311]",DEHHM,Hamburger Energiewerke
04NqEYiPARvg5p2fXTPirPJYDhnBrIqwID6bG1gf7n8,Hamburg,20149,Hamburg,Jungfrauenthal 8,"[9.986647,53.581366]",DEHHM,Hamburger Energiewerke
0EbIAzJGo37fi-LxzR94-fuzDCwdmlvNduOqDcoo8OY,Hamburg,20097,Hamburg,Repsoldstraße 54,"[10.0137,53.54834]",DEHHM,Hamburger Energiewerke
0FtdJuyLNT3KEkQyYwhUxgIWsAsUjsLFqerDPKYmWWA,Hamburg,22455,Hamburg,Vielohweg ggü 89_1,"[9.943142,53.63905]",DEUBI,ubitricity
0HYbIzZRcbsb_JiLZNFGHc2MDj1dAWTXBTXKGNbQglw,Hamburg,22335,Hamburg,Heschredder ggü 104,"[10.015019,53.631588]",DEHHM,Hamburger Energiewerke
0J07K1euhFmUSxT_PDIfGxFUqzFPq1fGAIk8b6n-iOk,Hamburg,20253,Hamburg,Eppendorfer Weg 181,"[9.96775,53.58017]",DEEZE,eze.network GmbH
0KBDzhLg68Kz1xQM3Harcs9K0GJa1X3cWBR3QH6kENY,Hamburg,22767,Hamburg,Paul-Roosen-Straße 47,"[9.95536,53.55357]",DEHHM,Hamburger Energiewerke
0LPC9pbt_AmR9nLM29P4NvokAfGrAicilsZpfuhcEa0,Hamburg,22415,Hamburg,Lademannbogen 135,"[10.030759,53.646434]",DEHHM,Hamburger Energiewerke
0LnhS7DY4KWLONLsFQcrvvNCX5YzJcTziRh8IvjJYL4,Hamburg,20357,Hamburg,Lagerstraße 2,"[9.97317,53.56128]",DEEZE,eze.network GmbH
0Pw8IHb0cwvwGclbZ8hDaEoPZ2MS2Ew-yTd1AD1cYKw,Hamburg,22559,Hamburg,Suurheid 20,"[9.77215,53.58225]",DEQRM,Qwello
0RMz5fC7Z7C2CKRIRP1S5k2gCA-lvKBzBOhSO07oLHM,Hamburg,22767,Hamburg,Warnholtzstraße 7,"[9.945229,53.555237]",DEHHM,Hamburger Energiewerke
0SuwkPNEZB9cBlP56TF0P-SPJ8k5YjNewc660fHqETQ,Hamburg,22761,Hamburg,Bornkampsweg 4,"[9.919512,53.56569]",DEPOW,MOON POWER GmbH
0WQUnXT-Z1kZlIab7fpRm-Q1cST-R4Cn2qBFRJck1uA,Hamburg,22335,Hamburg,LH Basis G450,"[9.981733,53.618157]",DEVAT,Vattenfall
0eOin5GETYZ2UTBWC58BPwTjDcLRL6eFlny3eYGq-VY,Hamburg,21107,Hamburg,Reinstorfweg 16,"[9.9928,53.501257]",DELDL,Lidl
0iVKXxat9iihy-KceFLouEyRQ7FlUWquD53HrwR90YU,Hamburg,20146,Hamburg,Grindelhof 58,"[9.98459,53.56981]",DEHHM,Hamburger Energiewerke
0lGCgQYf3DTHnozdvfvNqtZjpPjgqzW6ktBrcHxNEJc,Hamburg,22159,Hamburg,Berner Heerweg 141,"[10.119277,53.602666]",DEWLN,Wirelane
0nFKEEOWD3YckJyV06oudI67JEvDN6PKaGAHQCaggYs,Hamburg,22457,Hamburg,Pinneberger Straße 16,"[9.907441,53.633404]",DELDL,Lidl
0oVHXJ3ZoMlDzCd1b5YV6YdJs952KfeqW8n2_H87WlU,Hamburg,22457,Hamburg,Frohmestraße 16,"[9.91908,53.634615]",DEHHM,Hamburger Energiewerke
0rViZHbGAReV6OZyN59ch81S6mVSR1-MR9lo0SdKsTI,Hamburg,22047,Hamburg,Bullenkoppel 16,"[10.094439,53.594818]",DEHHM,Hamburger Energiewerke
0tDn9L06SlJtrsre0fkfafWzJbEGKeOCmoxnAEg0udI,Hamburg,20148,Hamburg,Bei St. Johannis 1,"[9.994413,53.570501]",DEHHM,Hamburger Energiewerke
0x_fNAAlOdTzXv7Ku22SdCnT93dRksEVMS5Rdeej04E,Hamburg,22589,Hamburg,Schenefelder Landstraße 96,"[9.825345,53.569217]",DEHHM,Hamburger Energiewerke
1-CnnYbQYBtk0RqSzErVjv2HKRKeRorm14VEh3K0X0o,Hamburg,22393,Hamburg,Stormarnplatz 1,"[10.094778,53.651647]",DEHHM,Hamburger Energiewerke
10vjs2KMEw8zgKn661KCL6noofdm67hs7XPl81ZWAZU,Hamburg,22083,Hamburg,Flotowstraße 2,"[10.027497,53.577912]",DEHHM,Hamburger Energiewerke
1735n7uRyMn8YLIOHWtdb15HX28i_IZq7dfPpW6lfxk,Hamburg,22087,Hamburg,Mühlendamm 29,"[10.025014,53.561616]",DEHHM,Hamburger Energiewerke
1DIXZc6al9Ig1p3QU0TFIYcb4UP_Iw12tYzMSCytWuE,Hamburg,20537,Hamburg,Anckelmannstraße 33,"[10.032731,53.553907]",DEHHM,Hamburger Energiewerke
1G76NgK3z3k53HbShiSrxJJjj1QfTvIjXjo1Qlz0zcY,Hamburg,22415,Hamburg,Langenhorner Chaussee 287,"[10.006404,53.653664]",DE2GO,EWEGo
1IPCcScvNBll2iKR_gqyWureI2_i0PVaTnjo_7gbhog,Hamburg,22393,Hamburg,Stormarnplatz 4,"[10.094309,53.651296]",DEHHM,Hamburger Energiewerke
1LlZrFzmiHim1VUbsUDG50L-160FRIt8GO0hsu_JF8E,Hamburg,20259,Hamburg,Eppendorfer Weg 86,"[9.961736,53.574169]",DEHHM,Hamburger Energiewerke
1PfyvjAtydvvSerIYNhRDAKNoTITPc1rS6Gc2Qv-8jQ,Hamburg,21073,Hamburg,Hastedtstraße 1,"[9.97854,53.45718]",DEHHM,Hamburger Energiewerke
1QKEq0ac6FA9B-Wvi6p-X10woPSgxyZs6skJpKLAeU4,Hamburg,22419,Hamburg,Käkenkamp 3,"[10.00042,53.67227]",DEEZE,eze.network GmbH
1Ug3rH8-tftbpQ-mefxt_AJh3k6kzEOERbx_r3VHyiA,Hamburg,21107,Hamburg,Georg-Wilhelm-Straße 69,"[9.992346,53.508686]",DEHHM,Hamburger Energiewerke
1XK9GVbImPa8-W3JcGk8owCBMbjGRfv2I3iHm3vAZVc,Hamburg,22525,Hamburg,12 Schnackenburgallee,"[9.91915,53.57353]",DETNM,Shell Recharge
1ZrS7ocizQKoRhk6WXCEw02wh26wFLCKJRNA2C0X4O0,Hamburg,21073,Hamburg,Lüneburger Straße 39,"[9.981879,53.4603]",DEAPC,E.ON Drive
1_mfx4BHlybSdQh8M6epNAkyN69-ikYgkJXchvnPQsU,Hamburg,21031,Hamburg,Häußlerstraße 40,"[10.214361,53.511472]",DEWLN,Wirelane
1bLN17X3vaTWEdCAL4K1nGyy0_Y_U-XHtTvKXG0FfnI,Hamburg,22111,Hamburg,Bauerberg 2,"[10.078739,53.550426]",DEHHM,Hamburger Energiewerke
1eNTHzMJI3Me_m0kQherBy2f9W_8uhXevPoinIyufA4,Hamburg,22335,Hamburg,Alsterkrugchaussee 445,"[10.02127,53.77926]",DEWLN,Wirelane
1edQ9SUP1yKN4Z_c5Td8-l1YJ15becTXcrCOpvcYeCI,Hamburg,22419,Hamburg,Langenhorner Chaussee 666,"[10.001324,53.678984]",DEPOW,MOON POWER GmbH
1lVWl_LfpE_3r1EOL07bZIJv1XO8Rau_GxjQdk5IVkY,Hamburg,22765,Hamburg,Holländische Reihe 27,"[9.92881,53.54769]",DEHHM,Hamburger Energiewerke
1mZs6hx-wAJrIgniAeOE4fACnYpZCxy3eLiw9M-9TqA,Hamburg,22335,Hamburg,LH Basis G465,"[9.98275,53.61905]",DEVAT,Vattenfall
1ngJf9bS2xFWGB-TutuIuUoxKW1adb2JLHIQOl9yrrQ,Hamburg,20355,Hamburg,Congressplatz 2,"[9.98714,53.56231]",DEEDR,E.ON Drive
1pMRzuFIdyui6u5xoBozqn6J62yHBxb14rne1I55jOA,Hamburg,22297,Hamburg,10 Kapstadtring,"[10.028658,53.603837]",DECPI,ChargePoint Germany GmbH
1sMNbbuSttwntjaRuRnBvB1qI55RnJdx6VGTQjDxEf8,Hamburg,22335,Hamburg,LH Basis G224-1,"[9.991189,53.620169]",DEVAT,Vattenfall
1tYK9Ed3j0-63fiWmWu56n0IOwVhjZVbL2DaNAzvwgk,Hamburg,20149,Hamburg,Harvestehuder Weg 48,"[9.99818,53.5781]",DEEZE,eze.network GmbH
1y5e7_uNBPD5Ye2o43U3ySNlLsdkCxtRAJD1X9OaR6Q,Hamburg,22117,Hamburg,Kaltenbergen 1,"[10.14222,53.54299]",DEHHM,Hamburger Energiewerke
1zKZf3EXhb19iTi16TQb47HyucRG4otxAHwQggrFS1o,Hamburg,20249,Hamburg,Isekai 11a,"[9.99173,53.5855]",DEUBI,ubitricity
22RbknT_XZ04pLbIn0j1uVupbalq-2FxvfGTRlvuiLw,Hamburg,20535,Hamburg,Carl-Petersen-Straße 102,"[10.05065,53.55754]",DEHHM,Hamburger Energiewerke
23bHYFvDYbukcM45hr8qqJ2pCMOqoFhuliqfhp1oVUg,Hamburg-Duvenstedt,22397,Hamburg,Poppenbütteler Chaussee 35,"[10.103218,53.704703]",DELDL,Lidl
2DV5JZhfPF8zG9KOE6hJJJ1Pfm7bIsfq6CAHrl_1lRM,Hamburg,22767,Hamburg,Otzenstraße 38,"[9.957415,53.555935]",DEHHM,Hamburger Energiewerke
2Ex_B4gxXjX--yLYn8Ab1jiyBTQlHeWwv2m0ReXXNvE,Hamburg,22089,Hamburg,Roßberg 2,"[10.04944,53.56783]",DEHHM,Hamburger Energiewerke
2INZs7rksQprZs6VVXl_R4JFeJbtBhX46Y-nKIlFdeU,Hamburg,22303,Hamburg,Semperstraße 57,"[10.018516,53.587054]",DEHHM,Hamburger Energiewerke
2J2GIx4G8R9BO5eWBnceHoqhCKO-dRmXILP_DYALpmM,Hamburg,21035,Hamburg,Nettelnburger Landweg 2,"[10.184006,53.486731]",DEBPE,Aral Pulse
2JrS-XfLcKSBDGCGL58hfKNGH_cInsKaH47FZaXqsH8,Hamburg,20257,Hamburg,Armbruststraße 18,"[9.94138,53.57478]",DEHHM,Hamburger Energiewerke
2KkmaXcFIJT5iIn-wBNfMAfabub0meLwTwRXbhzRMLo,Hamburg,22605,Hamburg,Klein Flottbeker Weg 93,"[9.877209,53.553594]",DEHHM,Hamburger Energiewerke
2PDkiiWcv-YnMg8GYe1G7ftnShLGJxU4BmI-ltjKPHA,Hamburg,20097,Hamburg,Nagelsweg 37,"[10.01993,53.54712]",DEWBE,Westbridge Energy GmbH
2TrQbpKvz34bvGhJraRUdec0JKW82Uvl4A__oom_xP0,Hamburg,20095,Hamburg,Alstertor 13,"[9.997618,53.552188]",DEHHM,Hamburger Energiewerke
2fDNGpPNQetB3oTJiPPBnNqHJnEebT16YIqaNJ_eG1Y,Hamburg,20148,Hamburg,Johnsallee 26,"[9.992988,53.566659]",DEHHM,Hamburger Energiewerke
2hLRdo2hAz3DOC_r2m2JW5nA7CHQVZGBA4dDPGgyoFA,Hamburg,22089,Hamburg,Eilbeker Weg  169,"[10.05301,53.572381]",DEHHM,Hamburger Energiewerke
2qNwoVVhghFw-j4B44Ghz-m95a6Be2BaKJmt3gXmWrw,Hamburg,22049,Hamburg,Straßburger Straße 65,"[10.06883,53.5828]",DEHHM,Hamburger Energiewerke
2rJ-rXIH5UXyrYeKyrUcjXZGqfLCOJjxgUeQB4ui_3o,Hamburg,22083,Hamburg,Heitmannstraße 35,"[10.03056,53.57692]",DEHHM,Hamburger Energiewerke
2ukwBcNjYllfYImNqO83nrtXlbTZEzChvH-UQqBnk90,Hamburg,22763,Hamburg,Behringstraße 43,"[9.920037,53.553878]",DEHHM,Hamburger Energiewerke
2xpE82ad-pwyGOuqOeM1cT6XHo3TE0N5ZS1fCJvxXO0,Hamburg,22301,Hamburg,Moorfuhrtweg 13,"[10.008827,53.585299]",DEHHM,Hamburger Energiewerke
2zSXA66gqz392hZW4RF6bmDUwVpLCaO3JThHwFeWO8I,Hamburg,22043,Hamburg,Schiffbeker Weg 299,"[10.122855,53.569199]",DEJEG,Jolt Energy
38Vn0GR9okWeIAWwZHEHbHCtkThcSJyX-Bd91qB7-y0,Hamburg,21029,Hamburg,Vierlandenstraße 10,"[10.210845,53.488122]",DEHHM,Hamburger Energiewerke
39pEFW5gusftEgtpFQi_-fVK2_o0FtUrzzrEGtQ-y24,Hamburg,22525,Hamburg,Winsbergring  15,"[9.911136,53.574895]",DETNK,TankE
3AvnsSBQiaE85wvqKzvgBwMXJe8EDMQwlUxFQuoZMQY,Hamburg,22559,Hamburg,Hexentwiete 41,"[9.7685,53.58843]",CHECU,eCarUp AG
3GJxh4n3wtsbCJHoy-SGXtVJzYg2xyRU6AM6O6Qg57M,Hamburg,20537,Hamburg,Wendenstraße 473,"[10.05669,53.54966]",DEHHM,Hamburger Energiewerke
3IYJnKyq4H4pFYLJZ-oTKtpdxDKJUHJjPnTRLUXe2dw,Hamburg,22391,Hamburg,Saseler Chaussee 22,"[10.09189,53.63554]",DEHHM,Hamburger Energiewerke
3JY1UYGZ6C2VcMFUfFnp5sw49A0TEkTSJFmuZpbmnfA,Hamburg,21079,Hamburg,Am Radeland 25,"[9.947672,53.471985]",DEEDR,E.ON Drive
3N2djiDmDf_xP2uxZXJOvBDhcmNDJFtdqjoOxPrhaCU,Hamburg,22149,Hamburg,Am Sooren 85A,"[10.18293,53.593952]",DEHHM,Hamburger Energiewerke
3OSZrPyKfAo3yKQ-oX6_EeiXKFmlLX8PP5nZN-KMlnM,Hamburg,20535,Hamburg,Klaus-Groth-Straße 42,"[10.031,53.555259]",DEHHM,Hamburger Energiewerke
3YmEThbaagqF9sQCExqJ7HDB9TyTfCHVfrJf29Fna2Q,Hamburg,22307,Hamburg,Fuhlsbüttler Straße 399,"[10.040611,53.602611]",DEHHM,Hamburger Energiewerke
3anZTE-MsoEiIS0AOy9ogZXqonjeR82H_OfXLIDXqeA,Hamburg,20537,Hamburg,Steinbeker Straße 29,"[10.05538,53.54611]",DEEZE,eze.network GmbH
3bsTtuk9IYhotU71prAknbt5C-NZ8nlNaXrbLOww08w,Hamburg,22303,Hamburg,Fersenfeldtsweg 6,"[10.013538,53.583253]",DEHHM,Hamburger Energiewerke
3e5SVxhkyz28R0Odpdt48op8Dj-Mv__zg_oqiiA2IFs,Hamburg,22605,Hamburg,Bernadottestraße 212,"[9.88841,53.54851]",DEHHM,Hamburger Energiewerke
3k_fGYoCFde3RD3SXLX3PlPRuwQ2CSRiz0QdgrfqzPU,Hamburg,20099,Hamburg,Holzdamm 1,"[10.004926,53.556592]",DEWLN,Wirelane
3puobLTSVcWmQFLBma0c6RkWCAAEqT8oxXZpc4aw-Wk,Hamburg,22083,Hamburg,Barmbeker Markt 8,"[10.041896,53.580855]",DEHHM,Hamburger Energiewerke
3qIFZaBrp4Dxhlv5PALhCKFfjaXRvN_bR7vONYKDZtM,Hamburg,22761,Hamburg,Von-Sauer-Straße 11,"[9.908842,53.56558]",DEHHM,Hamburger Energiewerke
3sFNp0lpuFmzn4LuyGFUjJCVUyufXUzKbYMx2xUkk8Y,Hamburg,20535,Hamburg,Schwarze Straße 3,"[10.043462,53.55689]",DEHHM,Hamburger Energiewerke
3t-J1Dh0U4xZKZvtmL5UXQy8Dm6a3p13dWBb29Dt26c,Hamburg,22335,Hamburg,Langenhorner Chaussee 53,"[10.013431,53.638817]",DEBPE,Aral Pulse
3ud-IE1MBT5XqvGOPxeiLmM0TgCQb7S7gIROjxAdlTU,Hamburg,21073,Hamburg,Schwarzenbergstraße 95,"[9.9702,53.463805]",DESNH,Stromnetz Hamburg GmbH
4-euP6Xntt9Tp5vrua0MsbX7_sTyhTBnD5VNEnWH7wU,Hamburg,22529,Hamburg,Hamburg Heinrich-Kock-Weg Nr. 24,"[9.97178,53.595347]",DEGUE,Liikennevirta Oy (CPO)
40QcmtT_8Qk43e3kJA_s9w8eo6aOBsmf7Z_h5rmKSZM,Hamburg,22177,Hamburg,Moosrosenweg 18,"[10.069108,53.603208]",DESNH,Stromnetz Hamburg GmbH
43QAK-TlwmltgHFZ42gKKeHpJonT-cqSJNEuETe9Dq4,Hamburg,20148,Hamburg,Badestraße 19,"[9.99739,53.56607]",DEEZE,eze.network GmbH
45cQaly7y193vusCdl21mRi-gplVK92uD4zOnoV87B8,Hamburg,22081,Hamburg,Dehnhaide 111,"[10.051779,53.579127]",DEHHM,Hamburger Energiewerke
4Da7pTbYAhQYXKQDSbA1DBVShTMfHrQa-YZ16QUhsOQ,Hamburg,21075,Hamburg,Milchgrund 1,"[9.95604,53.46414]",DEHHM,Hamburger Energiewerke
4Doq0gcxkheapdVhNYIzU77PVbE13gvNCxuWl6sPGjQ,Hamburg,22083,Hamburg,Grovestraße 9,"[10.02232,53.58151]",DEEZE,eze.network GmbH
4EcnHp-65piViqhrSfOBk_WcTZ5Dssa0JiQyIedI-3U,Hamburg,22763,Hamburg,Große Brunnenstraße 7,"[9.92553,53.54727]",DEHHM,Hamburger Energiewerke
4F5hdl7XezGz0iFT7K6W96u5c1fbzcJvzKi9QZCzF7Q,Hamburg,22459,Hamburg,Friedrich-Ebert-Straße 73,"[9.937457,53.625693]",DEHHM,Hamburger Energiewerke
4F84qSkWr3vQB3b61z7_o58dLXrRnSalfKD7aXHMKZs,Hamburg,22335,Hamburg,LH Basis G224-2,"[9.991221,53.620193]",DEVAT,Vattenfall
4FMJCUkYc-gvqPmu88Bn0cr1hmnKG-C2ZSqyUYobUbM,Hamburg,21129,Hamburg,Kurt-Eckelmann-Straße (Gebäude 13,"[9.90741,53.52731]",DEMDS,Mennekes
4IG4I73i8SqkU_JDCY7LXylY7CWZoJESjRpZKSoSEEA,Hamburg,20539,Hamburg,Hovestraße 41,"[10.034724,53.521416]",DEHHM,Hamburger Energiewerke
4ON8iPpeSO27M44JKWz4U8m4_4B1e1VmrPFEf000qmQ,Hamburg,22335,Hamburg,Röntgenstraße 47,"[10.01648,53.6237]",DEHHM,Hamburger Energiewerke
4P6Bx16aV8JtC8PoBFgv7cAiSKL-envRAw5k1Y9usB8,Hamburg,22339,Hamburg,Reembroden 24-26,"[10.050231,53.639474]",DEHHM,Hamburger Energiewerke
4U_Yy8hlYbpPO6qQ7cz6JHNBNeBJkPYVRrOt8LIpQUc,Hamburg,22547,Hamburg,Kleiberweg 107,"[9.87367,53.60271]",DEQRM,Qwello
4UzX9wL1gOVcmpQUJPKImfgP7RrgGv_4JE18adFGzng,Hamburg,22149,Hamburg,Liliencronstraße 130,"[10.162331,53.589174]",DEINN,innocept mobility UG (haftungsbeschränkt)
4W9oqZhodgWG5pvnK361AcHlYaIi5b1ogZbms94R_Vc,Hamburg,22525,Hamburg,44-46 Volksparkstraße,"[9.92149,53.5919]",DETNM,Shell Recharge
4Y0W3AOllCWTzmjy6CreSITaPka73cMTllfmCm-Jnbk,Hamburg,22335,Hamburg,LH Basis G112-V1/2,"[9.993755,53.6208]",DEVAT,Vattenfall
4dZ5cbkiKM8fcIe5wOkLiAhNGiEQfKHahWvjJSIg1bs,Hamburg,22763,Hamburg,Daimlerstr. 73,"[-47.11,47.11]",DECM1,chargecloud GmbH
4drkulMCbZUCnZocM8MLHjDiKEr0Hmji9I3xN-fLvqc,Hamburg,20355,Hamburg,Bei Den Kirchhöfen,"[9.98011,53.55962]",DE455,Hamburg Messe und Congress GmbH
4f244CvD3DfICuad8vG9fz5vvnjwaptZ6b-daxA2fdo,Hamburg,22767,Hamburg,Jessenstraße 11,"[9.94493,53.55073]",DEMUF,Möller & Förster GmbH & Co. KG
4iSleBegVSTUdPJ9FVuWkwkcxvGZOkkmi1lpOVOj4SA,Hamburg,20259,Hamburg,Eichenstraße 7,"[9.963331,53.574803]",DEHHM,Hamburger Energiewerke
4mlLKD_peOfD7cqXTKvo79zO0nTIkqRDtOV_pSzMnG4,Hamburg,20357,Hamburg,Kleiner Schäferkamp 38,"[9.967547,53.566331]",DEHHM,Hamburger Energiewerke
4pR6U4PWhROvkEyeMEmzffPq5ayulwF7iOH3RA_sAeI,Hamburg,22111,Hamburg,Billstedter Hauptstraße 54,"[10.10313,53.539705]",DEHHM,Hamburger Energiewerke
4pcirQ12s_gaQH4LTWB_lBnPFDoloxSdQsHt9QdLwcU,Hamburg,22393,Hamburg,Volksdorfer Weg 47,"[10.102908,53.641784]",DEHHM,Hamburger Energiewerke
4ryWxCOman1VJFDM0S8xrzKUzGOxDwdNs-e6B220DOk,Hamburg,21077,Hamburg,An der A7,"[9.965265,53.424122]",DEUFC,E.ON Drive Infrastructures
4sBAKt1Jb2O7s4jWXpjxL4IVsuHi4zvXFKN5NnCvY68,Hamburg,22087,Hamburg,Birkenau 24,"[10.028597,53.568428]",DEHHM,Hamburger Energiewerke
4wuOVfsWXjAULOXNG0zxqExdoxwQjsDr42rw6hDQn1g,Hamburg,22111,Hamburg,Bauerbergweg 23,"[10.07717,53.5465]",DECCH,Comfortcharge
52ZEXdpbqgBegT4i4tskQKI8e9oMHc5iSiXDaZIpBYI,Hamburg,22419,Hamburg,Tarpen 19,"[9.99518,53.66491]",DEEBW,EnBW
55oOea5fRFTh0j2pOntZ5qD0syYR4gt0VDVcgDW-vFg,Hamburg,20357,Hamburg,Bartelsstraße 43,"[9.964176,53.562376]",DEHHM,Hamburger Energiewerke
57WmdiIUJdFcSqZWMfABqCk2QZr9CbzZJcy5PJyHWXk,Hamburg,22043,Hamburg,Kurvenstraße 5,"[10.07388,53.56783]",DEWLN,Wirelane
57cj-Lfu2RmfMh3Wt2LcjMrjoctOKfLMzeBMk3GVurc,Hamburg,20253,Hamburg,Gärtnerstraße 88,"[9.964036,53.580161]",DEHHM,Hamburger Energiewerke
5G91h4PeVh6YoDAJUVS0MfZ2E3FkqrHB1rHyPGUVhm0,Hamburg,22047,Hamburg,Walddörferstraße  432,"[10.107871,53.589826]",DEHHM,Hamburger Energiewerke
5JSXj-3YK56Y2DmwKYAolg6x2_wxD5_iwxpZyCmg_N8,Hamburg,22335,Hamburg,LH Basis G112-allgemein,"[9.9935,53.62089]",DEVAT,Vattenfall
5KaN_fCOXUlt-dcPbRAg_gUaORxfo-bTrrgtOk200VU,Hamburg,21029,Hamburg,Am Schleusengraben 14,"[10.202367,53.476991]",DEFHG,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung eingetragener Verein
