id,locality,postalCode,state,streetAddress,geoCoordinates,operatorId,operatorName
kWxJ2nqlXAKFSGuIFEX0xT6_ADBBepcuQzLJML9se9s,Hamburg,21107,Hamburg,Vogelhüttendeich 41,"[9.98581,53.51801]",DEHHM,Hamburger Energiewerke
kXM4rNdlBkjQYlEdU1A2b5U1tj2cO3QxZCa55ErYmfk,Hamburg,22119,Hamburg,Kroogblöcke 44,"[10.09558,53.55242]",DEHHM,Hamburger Energiewerke
kY1NrJ0EDVCnhRh8awB14rOgFYfxyAy_-bgh2dBB6w8,Hamburg,22339,Hamburg,Barkhausenweg  1,"[9.341571,49.816438]",DEOMS,OMS E-Mobility GmbH
kZG81DPzu8zBQ801aaCNhjwbmcYm8YKIZKLcG2IC2qE,Hamburg,22087,Hamburg,Armgartstraße 14,"[10.019963,53.565213]",DEHHM,Hamburger Energiewerke
kkUIIU_dqGEGm1fz6jmrStA0_Felo6u2AsKBE4i_AFM,Hamburg,20354,Hamburg,Alsterufer 17,"[9.9968,53.560778]",DEHHM,Hamburger Energiewerke
kl-FrwN0FBw-wMKCxSYF3unQKg9sqAGdBBxDymkfNYo,Hamburg,20357,Hamburg,Weidenallee 21,"[9.965226,53.566476]",DEHHM,Hamburger Energiewerke
ku0LcCVoj0sWLUGWMbCn-3_dw4JI1q6XdWfUu_lBAg8,Hamburg,22297,Hamburg,Maienweg 77,"[10.009713,53.615471]",DESWD,Stadtwerke Düsseldorf
kwJUmmHSLkq7RRSEbsINWAeYl8eiHn9StBQrdIDNg5s,Hamburg,22083,Hamburg,Weidestr. 122c,"[10.027503,53.58184]",DEALL,Allego
l0P0T6PKTRMZVecH2vyyA4Js1bDMOCX2h5n96kztyvg,Hamburg,22089,Hamburg,Wandsbeker Chaussee 56,"[10.03861,53.56599]",DEEZE,eze.network GmbH
l3nkA1OWBQBQafN9XuKKjIEfvlB2-AnKg1ac3ELqHHY,Hamburg,22359,Hamburg,Groten Hoff 14,"[10.16271,53.6476]",DEEZE,eze.network GmbH
lC_JXXvjf0G3jTECmwASMSjy3qEC5vAy8NdPyvKgFeE,Hamburg,21077,Hamburg,Bremer Straße 300,"[9.936119,53.438596]",DEBPE,Aral Pulse
lJlQ0Hv4osMajBLBJQuxJxntuPu8y017Mb5WA3VIRVU,Hamburg,22587,Hamburg,Godeffroystraße 48,"[9.812703,53.56236]",DEHHM,Hamburger Energiewerke
lLiX7EIGkpKRZApmAW7KE6bey34EfXjGh85lgKtRtMY,Hamburg,22303,Hamburg,Gertigstraße 60,"[10.017871,53.582747]",DEHHM,Hamburger Energiewerke
lPjlecmESf8JPe1NyIirgx07CQ_JjqELnWkQr8Xqn2M,Hamburg,21031,Hamburg,Rappoltweg 3,"[10.19864,53.51011]",DEEZE,eze.network GmbH
lPvxTb5NKt_ZzIE80bOo07SyDoH3g1k1m8W9JMS1CnM,Hamburg,22453,Hamburg,Willhoop 7,"[9.96535,53.61189]",DKMON,Monta ApS
lR0d4lzChPqEFOprPDanEcsHdNjAsXdFgdCwsYzKpiQ,Hamburg,22529,Hamburg,Lokstedter Steindamm 75,"[9.968375,53.589264]",DELMS,LastMileSolutions
l_L6nDAsP_8kkpJk6ri9sjVVPVysquG2K5IUaN_Dd2c,Hamburg,20253,Hamburg,Unnastraße 48,"[9.958638,53.579777]",ATHTB,Chargepoint
l_NgHR8lGSCYVe7kGWbZDaSEiX_7_bQen5nnZayezdM,Hamburg,22147,Hamburg,Hermann-Balk-Straße 124,"[10.14073,53.62558]",DEHHM,Hamburger Energiewerke
l_f7h6sepQUyYsV63wWIpWdDXBHcbju9tj1n-IF59tA,Hamburg,22525,Hamburg,Jacobsenweg 4,"[9.913423,53.595609]",DEHHM,Hamburger Energiewerke
lanwUlpYRwp--P5EIKxkKu5RT2pRbxVzYMfO4zE1ogg,Hamburg,22763,Hamburg,Jürgen-Töpfer-Straße 1,"[9.901092,53.558643]",DEEDR,E.ON Drive
lempWDDnlYoWzy1EgIDWL5yEV9pJX8BzZT6OzPtAapY,Hamburg,22177,Hamburg,Bramfelder Chaussee 136,"[10.073808,53.603927]",DESNH,Stromnetz Hamburg GmbH
lfcgYZIrLPNFeEjKUkBQq00mhXL42Svq0IMus_6oj8g,Hamburg,22159,Hamburg,Neusurenland 103,"[10.1139,53.61646]",DEHHM,Hamburger Energiewerke
lj8bmF1ntZZoc300tFk4nZr2_Et2vzQ4Uc1ENSTZ7Og,Hamburg,22529,Hamburg,Beiersdorfstraße 19,"[9.957909,53.582407]",ATHTB,Chargepoint
llMB13U3W1xE9l2wvIZulrBvAKz-jCkKW0GaTVQMouA,Hamburg,22765,Hamburg,Arnoldstraße 45,"[9.92568,53.548827]",DEHHM,Hamburger Energiewerke
lmPERiGZLqO0zOQi58OOuMacFIx548DBdavKNVHhw4A,Hamburg,22085,Hamburg,72 Winterhuder Weg,"[10.02336,53.57398]",DETNM,Shell Recharge
lozZ9oEkZbzVNwlb47RbGn6sK2dfrlA20NB4hGHO5Ns,Hamburg,22767,Hamburg,Schumacherstraße 109,"[9.9426,53.555109]",DEHHM,Hamburger Energiewerke
lwizd_leHOSacZVWIRQAloSL6-Wgq5mMlbX_rZdFiyY,Hamburg,22047,Hamburg,171 Friedrich-Ebert-Damm,"[10.10034,53.58953]",DETNM,Shell Recharge
lyjipsNFVb8U3jsQTMA8iiv8fi6p4qtmoTkn17QREtI,Hamburg,20357,Hamburg,Bei den Kirchhöfen,"[9.980114,53.559634]",DE455,Hamburg Messe und Congress GmbH
m2xFMVPRcpDaxAvTImfDca8-sWn49xycqbMg7H1z-QU,Hamburg,22335,Hamburg,Erdkampsweg 20,"[10.024542,53.62824]",DEHHM,Hamburger Energiewerke
m81328xqL8MHky-ZxVJ2RYYYlI3l3rxzLr8-MMiCeWw,Hamburg,22081,Hamburg,Dorothea-Bernstein-Weg 9,"[10.033551,53.570199]",DEHHM,Hamburger Energiewerke
m9DCcaGdRmTGPEdz0HvtcN8Um7gkrWmZ6gj-Hf2Ni7s,Hamburg,20097,Hamburg,Högerdamm 29,"[10.0131,53.54638]",DEWLN,Wirelane
mBsJIvLu_aQk6yFHp6CEasQc8rLIvloDnEV9bq6zxdQ,Hamburg,22609,Hamburg,Hemmingstedter Weg 140,"[9.857177,53.564041]",DEHHM,Hamburger Energiewerke
mERmRMpxypbyHmNcvLkFxOdL7Ef0hF-HuXEvW7A9INA,Hamburg,22087,Hamburg,Ifflandstraße 22,"[10.022487,53.560437]",DEHHM,Hamburger Energiewerke
mFiM8B8ArfTeU5PJjvW3k90_BfYY6qPc8nAPxP2Nmk0,Hamburg,22339,Hamburg,Barkhausenweg 1,"[10.059548,53.648473]",DEOMS,OMS E-Mobility GmbH
mGJIa22r-aKT6ZePQhASet0pt28jj9wXHYRmGXvo0KQ,Hamburg,20459,Hamburg,Neuer Steinweg 3,"[9.979177,53.550423]",DEHHM,Hamburger Energiewerke
mHMIOOltfaKwEkwsAtt3aM7wnZkfVxhp1pR_SVwFq7Y,Hamburg,22085,Hamburg,Herderstraße 39,"[10.01892,53.580014]",DEHHM,Hamburger Energiewerke
mX8zXFog10sPwNsH155wS9faByl6yJbaaOZaB3aGWWk,Hamburg,20097,Hamburg,Kurt-Schumacher-Allee 10,"[10.01809,53.552208]",DEHHM,Hamburger Energiewerke
mlLzQTDr7Glant-TR9NKMqBCrWPOQraXSD-YJK-CM1c,Hamburg,22309,Hamburg,55 Steilshooper Allee,"[10.05174,53.60902]",DETNM,Shell Recharge
moG1LC4-nKQLb9SY0CO3T1VoMjodrMhGbfCBUYYEOHY,Hamburg,22455,Hamburg,Vielohweg  ggü 89_2,"[9.943142,53.63905]",DEUBI,ubitricity
mwn9pWw0hSC_ZVTfybCYgu8LX0Gec4tpWNdVDY4gUm4,Hamburg,20144,Hamburg,Schlankreye 40,"[9.977193,53.577111]",DEHHM,Hamburger Energiewerke
n2GHQMYEkMhV8vYBOdVQKzX-F6dRIft1MqRucjNjvVc,Hamburg,22559,Hamburg,Adebarweg 41,"[9.74521,53.58344]",DEEZE,eze.network GmbH
n2in5oxLAXwudQrkJQcoSsE7FREDfKeqEfI4J-7XP_Q,Hamburg,20357,Hamburg,Karolinenstraße 27,"[9.97551,53.55953]",DEEZE,eze.network GmbH
n8sRY73f88R00-aOBr4ft40OeZbQLKH226E8iR_EZUg,Hamburg,20095,Hamburg,Hermannstraße 13,"[9.997049,53.551916]",DEHHM,Hamburger Energiewerke
n9RTMeDTsEWX-6BkZa_9_QtQDavOllE1OfbcUXbUKDE,Hamburg,20459,Hamburg,Heiligengeistbrücke 2,"[9.986612,53.548721]",DEHHM,Hamburger Energiewerke
nABjlt01N89rZLwO1tvjTRVX4hfup2Yd7M8sI5IWPJg,Hamburg,20149,Hamburg,Hansastraße 2,"[9.992433,53.57435]",DEHHM,Hamburger Energiewerke
nCNFrbabZPtMzMOgIPLVu5NigCQwdyG1m25SdTDJyi8,Hamburg,21073,Hamburg,Göhlbachtal 36,"[9.965975,53.454496]",DEHHM,Hamburger Energiewerke
nDeUsH0DbNv-OMuJgAayGBtbIlQiJ52rs2WQCVvPsh8,Hamburg,22111,Hamburg,Rennbahnstraße 26,"[10.08467,53.55316]",DEHHM,Hamburger Energiewerke
nFMnoQ44jntSldXhPYbwidvdb4FPaS5Wz36SpBOUX6k,Hamburg,21149,Hamburg,Neugrabener Markt 9,"[9.851481,53.46977]",DEHHM,Hamburger Energiewerke
nMGUzzBwaaxMzehPzopk6aq9EdWMSDf44p-YB4RVVKc,Hamburg,20457,Hamburg,6a Hongkongstraße,"[10.00137,53.5424]",DETNM,Shell Recharge
nNwaUCv7YHw9Gme_ijnU9htbfHfsxIjPugPIvexO_A8,Hamburg,21035,Hamburg,Rahel-Varnhagen-Weg 77,"[10.17106,53.48822]",DECCH,Comfortcharge
nPBsnkc4YSYbWL7VKjgNf5hj6PdW0RoZNir5gNuX460,Hamburg,21033,Hamburg,Am Gleisdreieck 10,"[10.133159,53.494845]",DEHHM,Hamburger Energiewerke
nPyy6PRJmvqwdVqfRjDE8iNZ2j4Oco9tdIA0ZfK0jFs,Hamburg,22399,Hamburg,Langenhorner Straße-Ost 7,"[10.07455,53.66376]",DEHHM,Hamburger Energiewerke
nT6CnBgr56o0VlO1Yl-EEXGxrHZkl4flVZfygV1tK7w,Hamburg,22525,Hamburg,Kieler Straße 310,"[9.934494,53.585391]",DELDL,Lidl
nXMrt5MtnRDXDLbJ9l7uide_8cj098QFR5dzTbqNopM,Hamburg,21073,Hamburg,Wilstorfer Straße 58,"[9.986262,53.45606]",DEHHM,Hamburger Energiewerke
nYftFS4YXKgBO_vxt0tZwvZNPmrBDqDfxsI0pmGxjcQ,Hamburg,21033,Hamburg,Billwerder Billdeich 605,"[10.18272,53.496444]",DELAD,Ladegrün! eG
nZ8sZOC5AzWfJOFTwye0CrR3jC931lk6bi3_N1bckp0,Hamburg,21073,Hamburg,Buxtehuder Straße 62,"[9.97009,53.46764]",DEPWA,Pfalzwerke AG
n__ZkgNlSmmEKPdwTGc6DyWr0MWOWs6kIR6dSHPDiI8,Hamburg,22143,Hamburg,111 Merkurring,"[10.189114,53.606755]",DECPI,ChargePoint Germany GmbH
nfRNKuBUOfcJ1ZQGS1ZwGOkSQN5Q-DZnwOKUAw4WQHM,Hamburg,20459,Hamburg,Englische Planke 16,"[9.978159,53.547784]",DEHHM,Hamburger Energiewerke
ngJyudUVkjBiyh_pNLeuhCV8RGYVJ2jD-jUwWhyebq8,Hamburg,21073,Hamburg,Großer Schippsee 18,"[9.98337,53.460619]",DEHHM,Hamburger Energiewerke
ng_4poRXk-7Lz2qR57z60o_VemXYANxIUTJSjSHt4KM,Börnsen,21039,Hamburg,Zwischen den Kreiseln 7,"[10.287948,53.485195]",DE722,e-werk Sachsenwald GmbH
nhu3wj88GUWcFA4qLat6a9BWVAKeseRcRzHYG9LY4PM,Hamburg,22083,Hamburg,Beethovenstraße 4,"[10.022118,53.575458]",DEHHM,Hamburger Energiewerke
nixW4DTwbsCdk9M1G3eYmJjjNaDKSThS6jXRNtVzUKc,Hamburg,22309,Hamburg,Fuhlsbüttler Straße 431,"[10.03829,53.60787]",DEISE,vaylens GmbH
nnjEsBlGVf41RHN12CDqv57x_cgbgdL3QuKKcIvOjd0,Hamburg,22761,Hamburg,Stresemannstraße 329,"[9.925673,53.564052]",DEBPE,Aral Pulse
npMwqqY_YMjkOPUycfZj4mj1JyGk8F0QW9HR13nKsEI,Hamburg,22453,Hamburg,150 Weg beim Jäger,"[9.995242,53.618034]",DECPI,ChargePoint Germany GmbH
nrdT8VS2tk2d3mwO6ziYx_ge2PXKZtkI-QdoMSeQjuw,Hamburg,22089,Hamburg,Ritterstraße 11,"[10.044675,53.56812]",DEHHM,Hamburger Energiewerke
nsQYZ9ER-AYZGXZUvmDw1xXvFtRJMmYWgYaG3-70J98,Hamburg,22587,Hamburg,Blankeneser Bahnhofstraße 4,"[9.811395,53.558728]",DEHHM,Hamburger Energiewerke
nzwVy9WV9oxP0PgQtFU8MP88N53LmrWoYrXAKsQ1kE8,Hamburg,21149,Hamburg,Neugrabener Markt  9,"[9.851481,53.46977]",DEHHM,Hamburger Energiewerke
o0x7OadtAGgePb7hCB7r6EAcD5F2pwhMHY_QEe8PrM4,Hamburg,21035,Hamburg,Walter-Rudolphi-Weg 16,"[10.157795,53.489639]",DEHHM,Hamburger Energiewerke
o1ElmpXi8ZqNet79s9BzksAFIkVUEAU1o2S3HXedq2Y,Hamburg,22087,Hamburg,Lübecker Straße 2,"[10.0251,53.55764]",DE911,Porsche
o53pMI8CydU7ct3y6xmCimJ1QPSZ260rk3ceoCMxWjM,Hamburg-Hamm,20537,Hamburg,Ausschlägerweg 49,"[10.03698,53.55023]",DENIS,E.ON Drive Germany
o94682niqFLtyA9Xs86_IesYWvCZAAL6MsixE4VXvdQ,Hamburg,20249,Hamburg,Isekai 22,"[9.994194,53.585722]",DEWLN,Wirelane
oBC3fUY6vf41A2h_n-ijrGJa-T7Hgzp74ZCnSoc_O4s,Hamburg,22359,Hamburg,Henseweg 29A,"[10.141936,53.672905]",DEHHM,Hamburger Energiewerke
oDveQGsOrEmsqtd-Jp8Pmn6EFm89XWkV58CvvGR3ysk,Hamburg,20099,Hamburg,An der Alster 9,"[10.014001,53.561198]",DEBDO,Lichtblick
oGR7ElPC6PDu7HzZAlIxqnD-ANeqxB8jGPp6Uph2e7g,Hamburg,22587,Hamburg,Schenefelder Landstraße 47,"[9.82629,53.56491]",DEEZE,eze.network GmbH
oNsYq5qXSAFmcr0zfb6TA4NDrpLRwhPcGKuLc2x2sBU,Hamburg,22761,Hamburg,Theodorstraße 1,"[9.896783,53.565867]",DEJEG,Jolt Energy
oSSem6sNGEbCumt20X8ZzULaqMH7-z5jFdY48tUKyj0,Hamburg,22549,Hamburg,Grandkuhlenweg 11,"[9.870533,53.584213]",DEAMP,amperio GmbH
oT-x3kstUUHCKjcG4h45jiWYVM-iNcbqwtGeH75UDc4,Hamburg,20457,Hamburg,Großer Burstah 1-3,"[9.991214,53.548302]",DEEDR,E.ON Drive
oT2pXx6rIvPekpOoJ9CZJgvb5e0XsaWs6OICKlYdbOM,Hamburg,22529,Hamburg,Osterfeldstraße 39,"[9.97246,53.59843]",DEEZE,eze.network GmbH
oVd9QaUbI3pXXKScRlq4JAAK6FQah87if1Eltxhf1gY,Hamburg,22047,Hamburg,Am Stadtrand 52,"[10.0985,53.591]",DEHHM,Hamburger Energiewerke
oWKSlMpeMU77N4_oMFwehaVMuhOk8GJraBAo5cuWA-c,Hamburg,21073,Hamburg,Neue Straße 26,"[9.97976,53.46256]",DEHHM,Hamburger Energiewerke
oXGxvkOtdK91-rSppUFXn0V7_-glX0hpJsPdvsnnK4k,Hamburg,22397,Hamburg,Puckaffer Weg 1A,"[10.104957,53.708282]",DEHHM,Hamburger Energiewerke
oYwUGwBh-qk4Ay1WSE4BbJ8Lfa6HCnoX4NhlIAzU9pM,Escheburg,21039,Hamburg,Am Soll 1A,"[10.311743,53.472003]",DE722,e-werk Sachsenwald GmbH
oZXoGstqxwH_jA-kyUD4iW4MjwwljzK8-DxADwglaPM,Hamburg,22589,Hamburg,Schenefelder Landstraße 190,"[9.823446,53.575649]",DEHHM,Hamburger Energiewerke
oaIgkV7ALsvWDNjABUIXHEunJqgSHNqsfig2Vo3Cw6o,Hamburg,22041,Hamburg,Schloßstraße 8A,"[10.065265,53.571189]",DEHHM,Hamburger Energiewerke
odPz9N8cZSfQIFLm7hHnJtq335MStxNO3ajOky7Z8Cc,Hamburg,20357,Hamburg,Schanzenstraße 34,"[9.9653,53.56076]",DEEZE,eze.network GmbH
of6-iGtA7GTJ0cgnFNu4_pi2SuY8P4qSfRyU0eHE5C8,Hamburg,22335,Hamburg,LH Basis G450 null,"[9.98185,53.61812]",DEVAT,Vattenfall
of9VGjWNHCpT62e41IVhcBAyeCLQZtXtezD4lKDubno,Hamburg,20457,Hamburg,Am Sandtorkai 50,"[9.994038,53.543101]",DE199,NWG Charging GmbH
ogSnAGHZeliIlsbXxZq23cYAoLByJeNg5AA3oBmaOnM,Hamburg,22081,Hamburg,Dehnhaide 57,"[10.046652,53.579101]",DEALL,Allego
ohgl1H3H5CusM6q-MYkTczjqWL-77vGSn7tvx9pc5Sk,Lehfeld,21029,Hamburg,Lehfeld 2,"[10.207098,53.480238]",DE2GO,EWEGo
okOkEgB9N0AeqQVyRFNzntSsPIWMsdOgWuKUT1eVgQM,Hamburg,20257,Hamburg,Faberstraße 23,"[9.944263,53.575334]",DEHHM,Hamburger Energiewerke
okdQtrN5naQFkAcu_pY4neW08WAfOyrQTjUf1mwv4vw,Hamburg,21149,Hamburg,Cuxhavener Straße 382,"[9.846235,53.473507]",DE2GO,EWEGo
onGoXWB-SeAQbBMJ6mwf6xXRxMtl3q-6SGZFuivGkog,Hamburg,20359,Hamburg,Lange Straße 6,"[9.956247,53.547277]",DESNH,Stromnetz Hamburg GmbH
orYZGiDmz4dSvwCuHPQDeUY8eHW85mRUa1mDmd_RDx4,Hamburg,20097,Hamburg,Recha-Lübke-Damm 31,"[10.01353,53.54646]",DENMS,SWN Stadtwerke Neumünster GmbH
orclPhIpBpkNb27GRFSLnh6RRDBL3D0bzvvQiJVmin8,Hamburg,20537,Hamburg,Beltgens Garten 1,"[10.043422,53.555107]",DEHHM,Hamburger Energiewerke
oyIbOMwV_4skVgVbQiXiGOdNAbTJmxczhkgrqb1HUfE,Hamburg,20149,Hamburg,Oberstraße 103,"[9.989339,53.577713]",DEHHM,Hamburger Energiewerke
p-CTD905Qrud0oZw5SOhGCw5xf-Rpz4qz_rseNmhXns,Hamburg,22049,Hamburg,Friedrich-Ebert-Damm 40,"[10.077871,53.584471]",DEHHM,Hamburger Energiewerke
p1-sP5FxJPudQLKL6T-MEl3FJgTgUBseKQSkBKYUw84,Hamburg,20099,Hamburg,Beim Berliner Tor 2,"[10.023596,53.553113]",DEHHM,Hamburger Energiewerke
p3S8L-s7dct1QCppR8rkWOuXmNnbLFgGC6y-WHo0l14,Hamburg,22399,Hamburg,35 Harksheider Straße,"[10.07905,53.66273]",DETNM,Shell Recharge
p4-DmRfl7nQ78_qoOO2z7WfHpGpkkpoP-LqNJiiM_H0,Hamburg,22111,Hamburg,Am Schiffbeker Berg 6a,"[10.092252,53.542346]",DEALL,Allego
p7S2CU2b_NmlXXDNb19U1Eb5btMUSXlqel7TbRa-jH0,Hamburg,22453,Hamburg,Kollaustraße 128,"[9.95758,53.61127]",DECCH,Comfortcharge
pCAaT9byW12NX4hud0z2LUzoWvBfv7nuPmPRs-bHfLc,Hamburg,20149,Hamburg,Hansastraße 28,"[9.98654,53.57434]",DEHHM,Hamburger Energiewerke
pHje9aq7UngpsAQbwP6ySCr1JatVvAnS_tIE8SJc9hI,Hamburg,22175,Hamburg,Am Stühm Süd 69,"[10.098722,53.624472]",DEWLN,Wirelane
pHr7fjgLNFMT-Yq2p_BSdG-_q1HVcUSthNswqHBFmc4,Hamburg,21149,Hamburg,Cuxhavener Straße 361 -,"[9.84762,53.47248]",DETNM,Shell Recharge
pIKi3mWyuXqyLEErKUTxGCIwOS0iuke3AdDorkuodLs,Hamburg,22417,Hamburg,Holitzberg 145,"[10.026788,53.675117]",DEHHM,Hamburger Energiewerke
pO1RVLydMFYKt-0qdqRa_9VufLOF7CSbsvMF_v6ZEys,Hamburg,22043,Hamburg,Gustav-Adolf-Straße 9,"[10.085138,53.571722]",DEWLN,Wirelane
pQ4jgccOEBiB0k_uCZc8LsOF7sFBo5Y0g6Kp89-QKds,Hamburg,22523,Hamburg,Holsteiner Chaussee 49,"[9.90586,53.61414]",DEPWA,Pfalzwerke AG
pR9eGmb4lbrO0VUoVJzvM-EceA17SKnIm-DURBfmEUw,Hamburg,20255,Hamburg,Schwenckestraße 62,"[9.950637,53.578434]",DEHHM,Hamburger Energiewerke
pRre2_GFwObpWjjBj2XVrT9tnCsYkEh-70dreDPHv9Y,Hamburg,20097,Hamburg,Frankenstraße 35,"[10.026124,53.549478]",DEHHM,Hamburger Energiewerke
pSYX_KUifH98ea0rwFq9EUfALrrS3Hm5rrDoM6Xhxyo,Hamburg,22457,Hamburg,13 Burgwedelstieg,"[9.913303,53.644419]",DECPI,ChargePoint Germany GmbH
pTOg1zVz0AYIWbGar0DLWL2yqLjIsN4TCxhVIu5GZNc,Hamburg,21031,Hamburg,Wilhelm-Bergner-Straße 13,"[10.21075,53.49276]",DEEZE,eze.network GmbH
pa_bSnT2QVIJ8hlXItlrpBW6tlx-0h7tM59xPRiL2eU,Hamburg,22523,Hamburg,Furtweg 1,"[9.905861,53.602769]",DEHHM,Hamburger Energiewerke
pd3bi5wEpZojKSwLastIoQdg_xpTF-3riP368J-B6EY,Hamburg,20354,Hamburg,Dammtorwall 5/7,"[9.98695,53.5574]",DEAPC,E.ON Drive
pkoLIsK14JbAM6Od2jVF0E2txbFMgvuomlya0JGfKfc,Hamburg,21079,Hamburg,Karnapp 25,"[9.98476,53.46322]",DEHHM,Hamburger Energiewerke
ptHnBWBZllon2tKkZgncRcTIzdBKwGiZ-cMPMDxXHp0,Hamburg,22393,Hamburg,Meiendorfer Mühlenweg 6a,"[10.122293,53.644498]",DEBPE,Aral Pulse
ptTWWC7TPnaxNq22MUFAnIvmc1byEqWpyfxb1StyFkE,Hamburg,22335,Hamburg,LH-Basis P083,"[9.997537,53.622445]",DEVAT,Vattenfall
puopAjpgcPg5tRUasyluwe5v3mA2k5CtOAE13h47E7g,Hamburg,21129,Hamburg,Köhlfleetdamm 5,"[9.89206,53.53369]",DEMDS,Mennekes
pvLyNZGzEbUcVa51LWn2AEe8pJJcLs8gnHehKyJ75Bs,Hamburg,22529,Hamburg,Gert-Marcus-Straße 7,"[9.97249,53.60358]",DEEZE,eze.network GmbH
q-Yjb-zLNsN4onxCNKLoQn4DAytXoBx7KeImM37PzWU,Hamburg,22529,Hamburg,Nedderfeld 112,"[9.983126,53.60114]",DEHHM,Hamburger Energiewerke
q04658qNpUkjyfwwn0vmu56rVMz9nXkYwBh1Xj0bATk,Hamburg,21147,Hamburg,Striepenweg 29,"[9.880769,53.47358]",DEEBW,EnBW
q2Vju23JYCEOTr6KiFGf0mk1oascDgQMUi0teha9Xwc,Hamburg,21129,Hamburg,Neßdeich,"[9.823784,53.544537]",DECPI,ChargePoint Germany GmbH
q7ZuUiNybyO22SABJRL5mSWREQQf-S4KM2o0X0WHtGE,Hamburg,22085,Hamburg,Heinrich-Hertz-Straße 55,"[10.02064,53.57244]",DEEZE,eze.network GmbH
qCah4sS7njQMq-Tjzq29i1EgKddvDzF0wXtTO4Sf_Tk,Hamburg,22763,Hamburg,Neumühlen 14,"[9.92062,53.544545]",DEMVV,MVV Energie AG
qEDxSFFOt2Efn2fOC5gpU5JRx8blwjYPo1SI0O17Ttc,Hamburg,22761,Hamburg,Beerenweg 1a,"[9.921949,53.564635]",DEWLN,Wirelane
qGtHiL0WBlqd5Inq-4U8zWT-XDMT6X4st3jQIOqe8U4,Hamburg,22111,Hamburg,Tribünenweg 1,"[10.08055,53.55973]",DEEZE,eze.network GmbH
qH4UUPlabPgLbZfzwL8_qeu9leq21snHGvbyUrsk9Xc,Hamburg,20095,Hamburg,Johanniswall 2,"[10.0048,53.5497]",DEACO,APCOA Deutschland GmbH
qHm1T6Nz01wic1eZpugPiF_vDS6NgXlhJp0TQD_vm_I,Hamburg,22529,Hamburg,Offakamp 10-20,"[9.972104,53.601072]",DEDES,Total Energies
qKQ2pRvU3-_BVrUEAB8-LDqJeQY3goLTSGFM_pwpK8k,Hamburg,22767,Hamburg,Große Elbstraße 63,"[9.94272,53.544202]",DEWLN,Wirelane
qOZGT4N71R5QcbK2rG0W-WeBBd6z8F0XsJep0usAiig,Hamburg,21107,Hamburg,Veringstraße 173,"[9.98539,53.50427]",DEHHM,Hamburger Energiewerke
qX02x09hvO4X6te_Z4xzLogXfdnRTX6vdA2SnVfvGtg,Hamburg,20146,Hamburg,Gneisenaustraße 1,"[9.970213,53.577105]",DEHHM,Hamburger Energiewerke
qX9epHtT-qKvZuHQy4RzglXfsVtb4mk2LVmRQ7wbNPw,Hamburg,22115,Hamburg,Kandinskyallee 11,"[10.149511,53.524987]",DEHHM,Hamburger Energiewerke
qY2v__9rqR-2Iqul6xO_P-VoMXuOnHREUKuB07B43_Q,Hamburg,22459,Hamburg,Wählingsallee 15,"[9.91897,53.631518]",DEHHM,Hamburger Energiewerke
qc083IKpz5ln2fOxpyb3PDQhTp9Px5t0hOTC5Da80V4,Hamburg,21149,Hamburg,Ringheide 58,"[9.84775,53.463722]",DEWLN,Wirelane
qcPRbbaRUKjCKhMMQyaq1BrtpEIRNubO7NzlPvbkKMM,Hamburg,20355,Hamburg,Düsternstraße 10,"[9.98431,53.55]",DEHHM,Hamburger Energiewerke
qdkl4ezIdGkp3DSdipP-paYRWkACssQAGzrCp2sSxxo,Hamburg,21149,Hamburg,Cuxhavener Str. 380,"[9.846502,53.472996]",DECKE,Couche-Tard Deutschland GmbH & Co. KG
qitjgUVTzqv3WoAdjEaKrqegYxOe6uJF2h0nCMa16mk,Hamburg,20535,Hamburg,Carl-Petersen-Str. 5,"[10.04096,53.55961]",DECCH,Comfortcharge
qpqzVosR9CWakCvoBp6icD8NZo_Obk5fgm_0XQa_83o,Hamburg,22359,Hamburg,Wiesenhöfen 2,"[10.16744,53.64878]",DEHHM,Hamburger Energiewerke
r06ltNQByaNI8VyPVKd8WHVFchX3zlMSdfX7QsIYi5k,Hamburg,22335,Hamburg,LH Basis G223,"[9.99213,53.6206]",DEVAT,Vattenfall
r2jNJ4CI19S4PKjz8jngSlODqFPxMC-tGBCui3WAcXs,Hamburg,22549,Hamburg,202 Osdorfer Landstraße,"[9.850662,53.572863]",DECPI,ChargePoint Germany GmbH
r30zACOjjLEtdnCFfSv-OkyX1fUeyE6HBaDXJSbAcCY,Hamburg,21107,Hamburg,Veringstraße 173,"[9.98539,53.50427]",DESNH,Stromnetz Hamburg GmbH
rLAdb2sUwl0yAn-CmKFVPZmhMNxnQtN5x8CDaI2ep84,Hamburg-Nord,22419,Hamburg,Oehleckerring 9,"[10.0055,53.66122]",DKMON,Monta ApS
rOcmGDAs8pppGR2Darg21q5iV1_bkbkHBJT7Wl5vuWY,Hamburg,22393,Hamburg,Saseler Chaussee 109,"[10.09984,53.644017]",DEHHM,Hamburger Energiewerke
rTc7WWANBUqhEaongy_MAkYImYv7-I49hzjmeAFNXJw,Hamburg,22303,Hamburg,Grasweg 66,"[10.009842,53.593392]",DEHHM,Hamburger Energiewerke
